Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util,grade
14150,25000,6.03,6 years,MORTGAGE,137000,Fully Paid,16.21,0,735,739,737,credit_card,377859,493889,46.6,A
14152,16000,9.71,2 years,RENT,72000,Fully Paid,16.4,0,730,734,732,credit_card,36721,68800,40.2,B
14154,7000,9.63,10+ years,MORTGAGE,93240,Fully Paid,14.05,0,725,729,727,wedding,,,39.6,A
14155,3250,18.92,6 years,RENT,80000,Charged Off,17.1,1,665,669,667,debt_consolidation,81531,80269,39.9,D
14157,11500,8.19,4 years,RENT,33000,Fully Paid,31.6,0,735,739,737,credit_card,49045,74585,23,A
14158,4000,10.49,8 years,RENT,36000,Fully Paid,14.1,0,670,674,672,debt_consolidation,30017,49112,11.9,B
14160,9600,9.49,10+ years,MORTGAGE,72000,Fully Paid,14.65,0,680,684,682,debt_consolidation,147152,181239,68.7,B
14163,23000,10.99,10+ years,OWN,99000,Fully Paid,18.15,0,760,764,762,credit_card,247185,303432,2.6,B
14164,17000,24.08,6 years,RENT,54000,Fully Paid,15.64,0,675,679,677,debt_consolidation,21135,29700,71.2,F
14166,15000,10.99,10+ years,MORTGAGE,115000,Fully Paid,14.87,0,720,724,722,credit_card,566652,606761,88,B
14168,20000,11.67,< 1 year,RENT,90000,Fully Paid,8.72,0,710,714,712,debt_consolidation,25899,39173,65.8,B
14169,20000,19.05,10+ years,MORTGAGE,98800,Charged Off,23.06,0,685,689,687,debt_consolidation,506490,535647,86.1,D
14172,8000,5.32,1 year,MORTGAGE,90000,Fully Paid,11.42,0,810,814,812,home_improvement,281671,340254,7.9,A
14173,9200,7.49,3 years,MORTGAGE,96700,Fully Paid,19.63,0,675,679,677,credit_card,177387,195999,85.5,A
14176,33400,9.99,3 years,MORTGAGE,84000,Fully Paid,20.71,0,725,729,727,credit_card,449583,489858,53.5,B
14181,10000,14.99,10+ years,MORTGAGE,91000,Charged Off,10.3,0,660,664,662,debt_consolidation,56014,39332,49.8,C
14185,6000,12.05,10+ years,MORTGAGE,100000,Charged Off,17.7,1,665,669,667,moving,39491,70672,82.5,C
14187,20000,10.99,10+ years,MORTGAGE,60000,Fully Paid,24.24,1,710,714,712,debt_consolidation,243376,292868,47.3,B
14188,16000,13.18,5 years,RENT,95000,Fully Paid,22.21,0,710,714,712,debt_consolidation,68738,121187,39.9,C
14189,7200,11.67,10+ years,RENT,118000,Fully Paid,14.55,0,670,674,672,credit_card,36706,60589,92.9,B
14190,25000,7.69,2 years,RENT,325000,Fully Paid,7.99,0,665,669,667,credit_card,82108,100929,84.8,A
14191,10000,19.03,1 year,RENT,25000,Fully Paid,23.52,0,705,709,707,debt_consolidation,18944,31300,58.2,D
14194,30000,13.35,4 years,RENT,72000,Fully Paid,6.6,0,805,809,807,other,6456,40700,7.5,C
14195,20000,15.8,4 years,MORTGAGE,84000,Fully Paid,10.2,3,685,689,687,debt_consolidation,146098,172658,36.6,C
14198,13350,23.99,3 years,RENT,38000,Fully Paid,30.16,0,665,669,667,debt_consolidation,24431,35103,56,F
14199,1200,12.69,2 years,MORTGAGE,35334,Fully Paid,1.49,0,680,684,682,other,172075,181737,30.3,C
14206,16000,13.49,7 years,MORTGAGE,72500,Fully Paid,24.66,7,690,694,692,debt_consolidation,239300,298175,21.4,C
14208,12000,10.49,2 years,RENT,118000,Fully Paid,15.1,0,690,694,692,credit_card,49875,93481,19.3,B
14210,8000,12.99,10+ years,RENT,49000,Fully Paid,34.46,0,690,694,692,credit_card,36011,70710,64.1,B
14211,6350,20.2,8 years,MORTGAGE,59885,Charged Off,30.03,1,685,689,687,debt_consolidation,278148,340500,68.4,E
14213,10000,14.22,7 years,RENT,48000,Fully Paid,19.32,0,675,679,677,debt_consolidation,,,80.5,C
14214,23350,17.56,10+ years,MORTGAGE,65000,Charged Off,23.15,0,670,674,672,debt_consolidation,227184,237524,91,D
14215,3000,9.67,8 years,MORTGAGE,93000,Fully Paid,24.39,4,660,664,662,credit_card,303919,329812,66.6,B
14219,15000,18.25,10+ years,RENT,72000,Fully Paid,11.4,1,665,669,667,debt_consolidation,15198,34747,47.2,E
14220,27050,22.7,9 years,MORTGAGE,60500,Charged Off,25.45,0,660,664,662,debt_consolidation,38296,51440,70.6,E
14221,7000,10.15,< 1 year,RENT,43000,Fully Paid,28.8,0,685,689,687,debt_consolidation,42512,59235,97.7,B
14222,13275,12.12,7 years,MORTGAGE,48000,Fully Paid,8.88,0,695,699,697,debt_consolidation,,,49.6,B
14224,7000,9.49,10+ years,RENT,44241.6,Fully Paid,17.82,0,670,674,672,debt_consolidation,15926,28890,47.2,B
14226,10000,7.89,10+ years,MORTGAGE,115000,Fully Paid,24.78,0,770,774,772,debt_consolidation,377837,471335,18.9,A
14231,10500,15.8,5 years,RENT,36000,Charged Off,29.63,0,695,699,697,debt_consolidation,24937,38011,49.5,C
14232,15000,8.18,2 years,MORTGAGE,180000,Fully Paid,4.86,2,675,679,677,credit_card,205283,268149,59.5,B
14235,10375,14.09,1 year,MORTGAGE,67000,Fully Paid,18.77,6,680,684,682,debt_consolidation,338837,361100,89.6,B
14238,9000,16.99,2 years,RENT,65000,Fully Paid,28.01,4,665,669,667,debt_consolidation,76254,91386,51.1,D
14239,16000,7.91,10+ years,MORTGAGE,128000,Charged Off,18.1,0,710,714,712,debt_consolidation,224176,316568,35.9,A
14241,14400,20.2,10+ years,RENT,48000,Fully Paid,24.28,4,660,664,662,credit_card,14506,33050,38.5,E
14243,20000,10.64,4 years,MORTGAGE,100000,Fully Paid,22.78,0,660,664,662,debt_consolidation,365596,382264,73.2,B
14250,14000,5.93,10+ years,RENT,117000,Fully Paid,21.38,1,685,689,687,debt_consolidation,96225,122441,44.1,A
14251,14000,11.99,9 years,MORTGAGE,56000,Fully Paid,24.52,0,720,724,722,debt_consolidation,129540,173055,15.3,C
14252,17025,24.08,3 years,MORTGAGE,56892,Charged Off,25.86,0,690,694,692,debt_consolidation,28436,64734,36.1,F
14253,35000,10.99,2 years,MORTGAGE,156000,Fully Paid,16.02,3,730,734,732,credit_card,364127,455343,27.9,B
14254,11200,9.17,10+ years,RENT,25000,Fully Paid,23.24,0,785,789,787,debt_consolidation,11918,74138,14,B
14257,20000,19.99,1 year,OWN,60000,Fully Paid,16.66,1,685,689,687,home_improvement,28323,47500,42.6,E
14260,10000,17.86,2 years,OWN,25640,Charged Off,12.17,0,665,669,667,debt_consolidation,169538,175539,43.1,D
14261,24000,8.99,,MORTGAGE,100000,Fully Paid,16.22,0,790,794,792,debt_consolidation,379405,466545,43.8,B
14262,2400,9.17,,RENT,26000,Charged Off,18.37,4,670,674,672,debt_consolidation,4637,16448,25,B
14263,14575,13.53,< 1 year,RENT,41000,Fully Paid,21.75,0,700,704,702,credit_card,24367,36399,82.4,B
14264,14850,16.99,7 years,MORTGAGE,80000,Fully Paid,24.87,0,715,719,717,credit_card,428421,518653,38.5,D
14265,20000,18.75,8 years,RENT,69000,Fully Paid,26.28,1,695,699,697,debt_consolidation,41441,61332,44,D
14266,29325,19.52,2 years,MORTGAGE,70000,Charged Off,23.76,0,685,689,687,debt_consolidation,51372,65941,87.9,E
14271,12000,11.99,10+ years,MORTGAGE,90000,Fully Paid,13.51,0,740,744,742,other,38939,73500,39.2,B
14273,17500,13.48,10+ years,MORTGAGE,73200,Fully Paid,3.31,0,710,714,712,credit_card,,,37,C
14274,9600,7.62,3 years,RENT,76000,Fully Paid,9.84,0,730,734,732,credit_card,,,55.7,A
14276,25000,15.31,4 years,MORTGAGE,79164,Charged Off,14.54,0,735,739,737,other,217704,263275,55,C
14277,25000,16.99,8 years,RENT,75000,Fully Paid,31.18,1,660,664,662,debt_consolidation,33765,45781,87.5,D
14280,10000,13.33,< 1 year,RENT,50000,Fully Paid,13.47,0,680,684,682,debt_consolidation,64591,56368,69.2,C
14281,16000,14.49,2 years,RENT,62000,Fully Paid,13.53,0,705,709,707,debt_consolidation,16461,28350,31.3,C
14286,16000,18.99,10+ years,MORTGAGE,100000,Charged Off,35.28,0,670,674,672,home_improvement,123492,161840,63,D
14287,30000,22.4,9 years,RENT,120000,Fully Paid,15.25,2,680,684,682,debt_consolidation,60318,83821,66.7,E
14288,5400,12.35,< 1 year,MORTGAGE,39000,Fully Paid,32.49,0,690,694,692,debt_consolidation,143261,167765,53.7,B
14294,35000,23.28,10+ years,OWN,130000,Charged Off,12.67,0,675,679,677,debt_consolidation,39159,40800,96,F
14296,12500,12.49,8 years,RENT,46051,Fully Paid,6.39,3,670,674,672,debt_consolidation,13179,17785,60.7,B
14297,32500,15.61,< 1 year,MORTGAGE,200000,Fully Paid,11.59,1,680,684,682,credit_card,389698,471107,81,C
14298,15875,14.33,2 years,MORTGAGE,41000,Fully Paid,17.44,0,675,679,677,small_business,136705,144045,84.5,C
14299,16000,12.69,8 years,MORTGAGE,67200,Fully Paid,22.64,0,670,674,672,debt_consolidation,234805,264029,57.4,C
14300,28000,10.99,7 years,MORTGAGE,150000,Fully Paid,14.25,0,680,684,682,debt_consolidation,274855,338249,61.2,B
14301,10000,5.32,10+ years,MORTGAGE,100000,Fully Paid,19.92,0,700,704,702,credit_card,330182,411812,14.8,A
14302,7000,13.53,7 years,MORTGAGE,48478,Fully Paid,21.56,0,660,664,662,debt_consolidation,187058,205357,65.1,B
14303,12800,19.52,10+ years,RENT,53000,Fully Paid,14.47,0,680,684,682,debt_consolidation,19294,28257,77.7,D
14304,25000,9.67,10+ years,MORTGAGE,75000,Fully Paid,24.02,3,685,689,687,debt_consolidation,189497,263381,16,B
14306,21000,20.99,10+ years,MORTGAGE,111000,Charged Off,28.98,0,670,674,672,debt_consolidation,324248,338507,101,E
14307,15000,10.49,10+ years,RENT,75000,Fully Paid,26.21,0,700,704,702,credit_card,54603,88109,67,B
14309,13125,15.31,< 1 year,RENT,69200,Fully Paid,17.26,0,675,679,677,credit_card,39919,47669,77.3,C
14310,6400,13.33,3 years,MORTGAGE,70000,Charged Off,22.41,0,660,664,662,debt_consolidation,214107,239216,51.7,C
14311,4500,17.86,2 years,RENT,16000,Charged Off,18.6,0,680,684,682,debt_consolidation,15492,26550,36.1,D
14313,11000,15.61,2 years,OWN,50000,Charged Off,19.76,1,660,664,662,debt_consolidation,58287,63585,83,C
14314,3325,13.33,10+ years,MORTGAGE,70000,Fully Paid,20.61,0,710,714,712,debt_consolidation,293454,314125,58,C
14315,8975,10.16,3 years,MORTGAGE,67000,Fully Paid,28.87,2,710,714,712,debt_consolidation,281367,381433,36.1,B
14317,16000,19.99,10+ years,RENT,60000,Fully Paid,4.98,0,660,664,662,debt_consolidation,7417,9299,85.5,D
14320,12000,12.12,10+ years,MORTGAGE,48925,Fully Paid,19.08,0,685,689,687,debt_consolidation,,,84.9,B
14324,3000,13.11,9 years,RENT,55000,Fully Paid,1.35,0,685,689,687,major_purchase,2708,9000,30.1,B
14331,15000,21.49,1 year,MORTGAGE,42000,Charged Off,18.83,0,700,704,702,debt_consolidation,160203,217890,60.1,D
14336,15000,12.29,10+ years,MORTGAGE,66000,Fully Paid,19.82,0,710,714,712,debt_consolidation,83341,253106,61,C
14347,12000,12.69,9 years,OWN,100000,Fully Paid,20.76,0,720,724,722,debt_consolidation,84861,118749,27,C
14349,35000,11.49,10+ years,RENT,134685,Fully Paid,16.06,0,675,679,677,debt_consolidation,61207,109714,76.9,B
14350,12000,8.38,4 years,RENT,65000,Fully Paid,14.68,6,670,674,672,credit_card,68831,94618,47,B
14351,23700,12.99,,OWN,54000,Fully Paid,20.67,0,690,694,692,debt_consolidation,161550,195885,57.5,C
14353,10000,14.99,1 year,RENT,45000,Charged Off,17.36,1,675,679,677,moving,86745,118337,74.8,C
14355,18000,13.66,10+ years,RENT,47463,Charged Off,11.05,0,670,674,672,debt_consolidation,16225,19300,85.9,C
14356,11000,8.9,10+ years,MORTGAGE,62000,Fully Paid,21.21,0,710,714,712,debt_consolidation,168950,193211,48.6,A
14357,16000,19.97,10+ years,MORTGAGE,72000,Fully Paid,12.25,2,670,674,672,debt_consolidation,242989,255377,70,D
14362,20000,13.18,< 1 year,RENT,110000,Charged Off,30.56,0,690,694,692,debt_consolidation,137121,175387,87.7,C
14363,3000,12.73,< 1 year,RENT,42000,Fully Paid,22.34,0,695,699,697,credit_card,,,25.3,C
14364,15000,16.29,8 years,OWN,47000,Fully Paid,34.98,2,665,669,667,debt_consolidation,20321,52425,60.1,D
14370,20975,21.99,4 years,RENT,50000,Fully Paid,23.24,0,720,724,722,debt_consolidation,91539,102181,87,E
14373,5600,11.49,10+ years,RENT,75000,Fully Paid,11.36,2,695,699,697,debt_consolidation,15721,37228,15.7,B
14376,11975,19.47,9 years,MORTGAGE,35464,Fully Paid,34.65,0,710,714,712,debt_consolidation,131496,144449,69.1,D
14377,8875,19.52,2 years,RENT,42000,Fully Paid,8.63,0,675,679,677,other,6837,8600,81,D
14378,5500,13.35,< 1 year,MORTGAGE,42500,Fully Paid,29.14,0,670,674,672,home_improvement,38007,61173,19.4,C
14386,10000,6.99,7 years,MORTGAGE,62000,Fully Paid,6.77,0,695,699,697,credit_card,620532,658768,29.9,A
14387,8000,14.09,8 years,RENT,48000,Charged Off,15.82,0,665,669,667,credit_card,25634,35107,66.7,B
14389,14400,18.25,< 1 year,RENT,230000,Fully Paid,8.66,1,665,669,667,debt_consolidation,108935,131322,75,D
14391,9600,7.62,1 year,MORTGAGE,50000,Charged Off,23.36,0,715,719,717,credit_card,166166,214553,39.2,A
14392,25000,10.78,10+ years,MORTGAGE,85000,Fully Paid,17.18,0,705,709,707,debt_consolidation,212576,272553,41.9,B
14393,3600,10.99,3 years,MORTGAGE,35000,Charged Off,17.42,0,730,734,732,debt_consolidation,,,0,B
14394,10000,16.78,7 years,OWN,35000,Fully Paid,12.95,0,670,674,672,credit_card,12891,14600,88.3,C
14396,7200,14.33,2 years,OWN,142000,Fully Paid,13.3,0,680,684,682,debt_consolidation,589697,619160,96.9,C
14397,18000,11.99,9 years,RENT,62000,Fully Paid,11.73,0,665,669,667,credit_card,22717,29083,70.8,C
14400,18100,23.99,10+ years,MORTGAGE,94000,Charged Off,31.47,0,660,664,662,debt_consolidation,316160,367072,83.2,E
14401,12000,9.71,10+ years,RENT,83000,Fully Paid,14.03,0,705,709,707,debt_consolidation,32273,60470,21.7,B
14402,7500,17.99,2 years,MORTGAGE,33000,Fully Paid,21.75,0,660,664,662,debt_consolidation,53867,65175,54.8,D
14403,10000,12.39,10+ years,RENT,54000,Fully Paid,26.24,0,675,679,677,debt_consolidation,53997,77550,39.8,C
14404,10000,14.65,8 years,MORTGAGE,127000,Charged Off,10.94,0,675,679,677,home_improvement,460464,470239,62.2,C
14405,8000,10.99,2 years,OWN,197000,Charged Off,15.64,2,710,714,712,home_improvement,893399,1197461,46.6,B
14406,10500,10.91,10+ years,MORTGAGE,50000,Fully Paid,3.58,0,800,804,802,vacation,142512,210175,25,B
14407,4125,19.72,1 year,MORTGAGE,25500,Charged Off,28.75,1,670,674,672,debt_consolidation,10891,24440,57.4,D
14408,11000,15.31,10+ years,OWN,66000,Fully Paid,32.18,0,685,689,687,debt_consolidation,76819,105064,40.8,C
14412,8000,17.77,4 years,RENT,60000,Fully Paid,15.92,0,660,664,662,debt_consolidation,26050,37518,69.2,D
14416,16000,6.03,10+ years,MORTGAGE,51000,Fully Paid,19.72,0,785,789,787,debt_consolidation,197141,241062,21.7,A
14417,9600,10.74,1 year,RENT,34000,Fully Paid,7.13,0,705,709,707,debt_consolidation,,,52.5,B
14419,8500,13.53,3 years,RENT,55000,Fully Paid,17.56,0,675,679,677,debt_consolidation,37395,52903,58.7,B
14421,2000,10.49,10+ years,MORTGAGE,45000,Fully Paid,17.68,0,660,664,662,other,141078,154854,56.1,B
14422,29000,8.67,10+ years,MORTGAGE,150000,Fully Paid,10.73,0,715,719,717,credit_card,979221,974290,54.6,B
14423,7500,14.31,5 years,MORTGAGE,48000,Fully Paid,7,0,670,674,672,medical,106428,125301,57,C
14424,20000,13.11,1 year,RENT,70000,Fully Paid,18.19,0,715,719,717,debt_consolidation,172357,223506,61.2,B
14425,7000,13.99,3 years,MORTGAGE,115000,Fully Paid,6.01,0,675,679,677,debt_consolidation,,,53.7,C
14426,13000,12.99,10+ years,OWN,80000,Charged Off,20.16,0,660,664,662,debt_consolidation,64067,81762,62,C
14430,3000,9.99,3 years,RENT,30000,Fully Paid,9.67,3,665,669,667,debt_consolidation,2799,10700,26.2,B
14434,10000,12.99,5 years,MORTGAGE,127444,Fully Paid,14.27,0,680,684,682,home_improvement,195541,224459,65.5,C
14435,7875,12.99,6 years,RENT,24000,Fully Paid,21,0,685,689,687,debt_consolidation,9498,31554,29.5,B
14437,7500,16.99,5 years,RENT,85000,Fully Paid,8.4,0,710,714,712,debt_consolidation,12099,36554,22.1,D
14439,12000,14.98,2 years,MORTGAGE,65000,Fully Paid,18.94,0,700,704,702,credit_card,133562,200387,76.1,C
14443,15000,17.86,10+ years,RENT,57000,Charged Off,30.6,0,675,679,677,debt_consolidation,53333,79013,45.9,D
14444,8950,20.99,10+ years,RENT,130000,Fully Paid,4.5,0,695,699,697,home_improvement,14677,16018,88.2,E
14447,20000,10.99,7 years,MORTGAGE,80000,Fully Paid,22.92,0,705,709,707,credit_card,192138,225868,58.5,B
14449,11000,12.12,2 years,RENT,65000,Fully Paid,23.46,0,710,714,712,debt_consolidation,48735,66278,76.6,B
14451,12000,12.69,6 years,OWN,102212,Charged Off,17.33,0,665,669,667,debt_consolidation,67447,81972,58,C
14453,14000,18.55,10+ years,MORTGAGE,60000,Fully Paid,8.08,0,660,664,662,vacation,,,56,D
14459,16025,6.49,3 years,MORTGAGE,40000,Fully Paid,3.42,0,685,689,687,debt_consolidation,203885,221035,73.6,A
14461,16000,15.61,2 years,RENT,40000,Charged Off,17.73,0,675,679,677,major_purchase,16453,25619,56,D
14462,24000,12.99,9 years,MORTGAGE,100000,Fully Paid,2.4,0,685,689,687,home_improvement,268944,293700,21.9,C
14466,30000,12.39,3 years,MORTGAGE,96000,Fully Paid,16.85,2,700,704,702,debt_consolidation,57284,137168,20.9,C
14468,29000,9.17,10+ years,MORTGAGE,78000,Fully Paid,12.21,0,750,754,752,debt_consolidation,108718,153000,52.1,B
14471,16000,18.49,2 years,RENT,59800,Fully Paid,6.31,0,665,669,667,credit_card,11330,17526,57.9,D
14473,16000,13.98,10+ years,MORTGAGE,74612,Fully Paid,38.3,0,695,699,697,debt_consolidation,257072,334826,50.8,C
14474,7800,13.49,1 year,RENT,42000,Fully Paid,11.45,0,665,669,667,debt_consolidation,9053,31825,15.1,C
14475,10000,10.49,8 years,MORTGAGE,50000,Fully Paid,14.69,0,680,684,682,credit_card,112032,121961,94.6,B
14476,21600,12.99,10+ years,MORTGAGE,66000,Fully Paid,11.33,2,660,664,662,credit_card,21376,26800,79.8,C
14478,5500,19.24,9 years,MORTGAGE,48000,Fully Paid,23.43,0,660,664,662,other,33219,46218,72,E
14479,9000,6.03,2 years,MORTGAGE,55000,Fully Paid,6.42,0,750,754,752,debt_consolidation,154495,217020,43.5,A
14481,13000,12.29,9 years,MORTGAGE,76000,Fully Paid,34.2,1,675,679,677,debt_consolidation,391345,487404,81.1,C
14482,16800,13.33,4 years,RENT,78000,Charged Off,29.57,1,675,679,677,debt_consolidation,72735,107504,54.3,C
14483,5000,10.99,4 years,RENT,30000,Fully Paid,29.52,0,660,664,662,credit_card,13875,34300,57.4,B
14485,20000,9.99,3 years,RENT,100000,Fully Paid,21.61,0,710,714,712,debt_consolidation,25307,62000,24.3,B
14489,14000,11.99,9 years,MORTGAGE,62000,Fully Paid,17.49,0,670,674,672,home_improvement,109031,129793,42.9,C
14491,24000,19.03,7 years,RENT,120000,Fully Paid,3.84,1,660,664,662,debt_consolidation,13785,39800,34.6,D
14492,12000,14.33,4 years,MORTGAGE,110000,Fully Paid,21.31,3,675,679,677,credit_card,228800,274961,59.9,C
14495,11400,7.49,10+ years,MORTGAGE,110247,Fully Paid,12.15,0,730,734,732,debt_consolidation,331240,356183,67,A
14496,22675,13.99,7 years,RENT,100000,Charged Off,12.72,0,690,694,692,debt_consolidation,31917,59213,60.5,C
14498,15850,25.8,10+ years,RENT,62000,Fully Paid,19.53,0,660,664,662,other,25996,30884,92.7,G
14499,17000,6.03,10+ years,MORTGAGE,120000,Fully Paid,14.21,0,720,724,722,credit_card,186111,223163,56.2,A
14504,12175,12.99,6 years,MORTGAGE,27600,Charged Off,9.35,0,740,744,742,other,,,46.5,C
14506,12000,13.33,2 years,RENT,38000,Fully Paid,36.53,0,665,669,667,credit_card,100657,118139,44.4,C
14509,4200,17.27,10+ years,OWN,75000,Fully Paid,19.01,0,700,704,702,debt_consolidation,42201,69704,52.9,C
14510,1500,10.39,1 year,RENT,35000,Charged Off,13.17,0,695,699,697,debt_consolidation,,,0.2,B
14511,35000,18.24,4 years,MORTGAGE,84000,Fully Paid,26.45,0,685,689,687,debt_consolidation,227893,287297,40.1,D
14514,15800,25.8,10+ years,MORTGAGE,49881.6,Fully Paid,27.35,0,685,689,687,debt_consolidation,53785,63481,91.4,G
14515,30000,8.9,10+ years,MORTGAGE,144000,Fully Paid,23.56,0,745,749,747,debt_consolidation,242400,305974,75.6,A
14516,13600,7.9,10+ years,MORTGAGE,52669.63,Fully Paid,20.51,0,700,704,702,credit_card,162184,188746,59.5,A
14517,6450,17.14,7 years,RENT,45000,Charged Off,16.8,3,660,664,662,debt_consolidation,32892,35393,78,D
14518,10000,13.67,< 1 year,RENT,70000,Fully Paid,10.29,0,685,689,687,home_improvement,24101,68605,0,C
14519,21000,19.24,9 years,MORTGAGE,105000,Fully Paid,17.39,0,670,674,672,debt_consolidation,158910,185800,63.5,E
14520,10000,14.46,< 1 year,RENT,41000,Fully Paid,11.77,0,715,719,717,major_purchase,11247,20136,22.1,C
14524,30000,9.99,6 years,MORTGAGE,100000,Charged Off,3.2,0,750,754,752,debt_consolidation,260245,310000,28.6,B
14525,21000,30.74,10+ years,MORTGAGE,65000,Charged Off,28.53,0,680,684,682,credit_card,192382,238953,38.8,F
14526,28000,6.39,7 years,MORTGAGE,65000,Fully Paid,11.87,0,740,744,742,debt_consolidation,186620,208191,68.1,A
14527,1800,24.5,8 years,RENT,35000,Fully Paid,4.46,0,665,669,667,other,3307,4300,39.4,F
14529,11325,16.29,6 years,MORTGAGE,33000,Charged Off,6.07,0,695,699,697,major_purchase,108432,127618,30.3,C
14531,28500,10.99,< 1 year,MORTGAGE,140000,Fully Paid,15.16,1,690,694,692,debt_consolidation,242547,309581,53,B
14533,16450,17.56,3 years,MORTGAGE,75000,Fully Paid,15.17,0,665,669,667,debt_consolidation,194969,218503,74.8,D
14534,6075,20.31,2 years,RENT,35712,Fully Paid,23.22,0,675,679,677,debt_consolidation,30254,39776,63.9,D
14536,6350,12.99,4 years,OWN,110000,Fully Paid,7.43,0,760,764,762,debt_consolidation,31367,40786,19.1,C
14538,12000,14.3,6 years,MORTGAGE,125000,Fully Paid,10.24,1,665,669,667,debt_consolidation,320264,348360,82.3,C
14539,21000,6.62,< 1 year,MORTGAGE,146000,Fully Paid,4.1,1,720,724,722,debt_consolidation,19321,75251,22.5,A
14541,21350,13.99,10+ years,MORTGAGE,48600,Fully Paid,19.53,0,755,759,757,debt_consolidation,128423,199168,15.3,C
14545,9600,14.65,10+ years,MORTGAGE,90000,Fully Paid,23.4,0,660,664,662,debt_consolidation,176847,186256,97,C
14546,5775,19.47,4 years,OWN,42000,Charged Off,5.57,0,670,674,672,debt_consolidation,49652,58118,33.3,D
14550,12000,14.49,5 years,MORTGAGE,87000,Charged Off,2.97,1,660,664,662,debt_consolidation,192214,211542,67,C
14553,9000,11.14,9 years,MORTGAGE,44000,Fully Paid,4.8,0,695,699,697,debt_consolidation,181335,197124,71.1,B
14554,19625,11.49,2 years,MORTGAGE,145000,Fully Paid,24.08,0,665,669,667,debt_consolidation,590473,766113,45,B
14556,10000,11.49,8 years,OWN,29000,Charged Off,15.52,0,675,679,677,credit_card,11459,12900,88.8,B
14557,7900,7.89,10+ years,MORTGAGE,65000,Fully Paid,20,0,690,694,692,debt_consolidation,171224,196111,41.6,A
14559,25000,14.65,10+ years,MORTGAGE,65400,Fully Paid,15.94,0,665,669,667,credit_card,64305,101868,78.7,C
14561,35000,16.29,1 year,RENT,120000,Charged Off,21.47,0,740,744,742,debt_consolidation,191843,262309,47.9,D
14563,10000,9.99,< 1 year,MORTGAGE,36700,Charged Off,22.92,0,715,719,717,debt_consolidation,156659,181525,34.7,B
14564,8000,12.49,4 years,RENT,72000,Fully Paid,22.08,1,720,724,722,other,58793,106191,37.5,B
14565,18000,11.99,10+ years,MORTGAGE,53500,Charged Off,13.23,0,700,704,702,debt_consolidation,89270,100800,48.8,C
14566,11175,23.99,4 years,RENT,42000,Fully Paid,22.26,0,720,724,722,other,32862,36739,49.8,F
14569,2400,13.11,1 year,RENT,112500,Fully Paid,14.4,0,685,689,687,credit_card,,,42,B
14570,5200,7.97,10+ years,MORTGAGE,87000,Fully Paid,16.23,0,695,699,697,debt_consolidation,45760,99386,20.5,A
14571,6350,18.75,2 years,RENT,41000,Charged Off,24.73,0,670,674,672,medical,37510,56540,75.2,D
14577,12000,13.99,8 years,OWN,55000,Fully Paid,31.96,5,675,679,677,debt_consolidation,58274,92132,91.9,C
14581,2000,15.61,,OWN,45000,Fully Paid,6.5,1,665,669,667,other,9657,32500,29.7,D
14582,15600,16.99,< 1 year,RENT,60500,Fully Paid,22.99,0,720,724,722,debt_consolidation,40373,92737,9,D
14584,16025,14.65,10+ years,MORTGAGE,78000,Fully Paid,22.23,0,705,709,707,debt_consolidation,538346,597805,56.7,C
14586,4200,22.15,1 year,OWN,14000,Fully Paid,20.5,0,705,709,707,moving,7460,22900,38.4,E
14587,20000,13.99,9 years,MORTGAGE,63000,Fully Paid,20.11,0,710,714,712,debt_consolidation,177553,203285,79.2,C
14588,12000,19.52,3 years,RENT,45000,Fully Paid,9.09,0,685,689,687,credit_card,14863,33500,44.4,D
14589,13000,10.15,6 years,RENT,43680,Fully Paid,17.06,0,680,684,682,debt_consolidation,14580,32178,33.5,B
14593,10000,16.49,10+ years,MORTGAGE,65000,Fully Paid,17.7,1,705,709,707,credit_card,,,74.7,D
14595,5000,17.56,10+ years,MORTGAGE,53000,Charged Off,13.09,0,675,679,677,debt_consolidation,94709,115750,38.1,D
14596,15000,14.99,10+ years,MORTGAGE,65000,Charged Off,19.41,0,660,664,662,debt_consolidation,149676,341228,64.8,C
14597,24000,13.99,10+ years,MORTGAGE,165000,Charged Off,24.31,0,715,719,717,debt_consolidation,416243,470298,56.1,C
14598,6825,17.57,3 years,RENT,48000,Charged Off,7.05,0,660,664,662,credit_card,6757,11300,59.8,D
14601,9975,14.31,10+ years,RENT,33500,Fully Paid,25.06,0,670,674,672,debt_consolidation,19269,29644,88.6,C
14603,12000,7.89,10+ years,MORTGAGE,255000,Fully Paid,30.57,0,695,699,697,debt_consolidation,639032,775115,90.2,A
14604,10000,12.49,10+ years,RENT,38500,Fully Paid,10.72,0,680,684,682,credit_card,13660,17800,76.7,B
14605,13000,9.75,10+ years,OWN,90000,Fully Paid,5.29,1,705,709,707,home_improvement,122872,156500,14.2,B
14607,6000,9.63,,MORTGAGE,51012,Fully Paid,10.89,0,775,779,777,car,,,9.9,B
14608,2000,7.51,5 years,MORTGAGE,55596,Fully Paid,12.76,0,725,729,727,other,,,24.6,A
14609,10000,7.49,10+ years,MORTGAGE,120000,Fully Paid,4.18,0,735,739,737,other,198016,290560,5.1,A
