Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,grade,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util
9587,14000,20.99,6 years,MORTGAGE,35000,1,E,12.76,2,670,674,672,debt_consolidation,1892,5000,37.8
9589,1500,13.49,4 years,RENT,35000,1,C,18.18,2,685,689,687,other,65532,87755,21.2
9590,7325,17.86,10+ years,RENT,118000,0,D,7.03,0,665,669,667,major_purchase,49674,54777,95.2
9591,35000,5.32,9 years,MORTGAGE,260000,1,A,17.27,0,745,749,747,credit_card,587461,770964,76.1
9593,8400,6.99,4 years,MORTGAGE,100000,1,A,18.55,0,780,784,782,small_business,266575,347674,14.3
9594,2875,17.57,,OWN,20000,0,D,7.56,1,660,664,662,medical,1592,2400,66.3
9595,5000,12.49,,OWN,28212,0,B,12.46,0,700,704,702,debt_consolidation,3313,12300,26.9
9596,10800,21.99,8 years,RENT,36000,0,E,29.67,0,680,684,682,debt_consolidation,24890,44095,37
9597,15000,12.99,5 years,MORTGAGE,40000,1,C,22.93,0,685,689,687,debt_consolidation,133183,152208,67.2
9598,21000,7.49,1 year,MORTGAGE,70000,1,A,17.16,0,705,709,707,debt_consolidation,238683,281633,20.3
9599,15000,18.25,8 years,RENT,41458,1,D,13.23,0,660,664,662,credit_card,16069,18150,89
9600,20000,12.99,10+ years,RENT,120000,1,C,10.12,1,670,674,672,credit_card,24331,46643,53.3
9601,2400,12.62,10+ years,RENT,36000,1,C,5.17,1,660,664,662,other,149711,221778,17.3
9603,26000,15.77,5 years,MORTGAGE,92000,1,D,31.91,0,705,709,707,credit_card,236259,295768,74.3
9605,20500,6.68,10+ years,MORTGAGE,70000,1,A,21.58,0,735,739,737,debt_consolidation,403247,447515,48.9
9606,6000,9.49,10+ years,RENT,77000,1,B,3.05,3,675,679,677,debt_consolidation,5849,37160,15.8
9607,3000,7.99,10+ years,RENT,85000,1,A,22.31,0,680,684,682,home_improvement,49567,76904,81.6
9608,2200,18.49,3 years,RENT,25000,0,D,13.39,0,660,664,662,debt_consolidation,27842,28689,87.9
9609,20150,19.52,10+ years,MORTGAGE,60000,1,E,31.24,0,705,709,707,debt_consolidation,243977,263428,76.4
9610,7500,7.89,< 1 year,MORTGAGE,125000,1,A,11.17,0,735,739,737,debt_consolidation,226994,244277,72.5
9612,16000,13.67,1 year,RENT,45000,1,C,14.91,0,715,719,717,other,73168,98284,14.3
9613,22000,6.39,8 years,RENT,80000,1,A,13.7,0,680,684,682,credit_card,33227,42617,62.4
9617,6000,5.32,7 years,RENT,77975,1,A,11.91,0,725,729,727,debt_consolidation,38824,80216,49.3
9622,7500,25.82,,MORTGAGE,23496,1,E,20.94,0,665,669,667,debt_consolidation,72871,90178,53
9624,12000,13.49,6 years,RENT,66500,1,C,23.12,1,700,704,702,debt_consolidation,87108,112592,29
9626,13000,11.99,3 years,RENT,45000,1,C,5.89,1,670,674,672,credit_card,9429,40727,16.9
9628,40000,15.59,10+ years,MORTGAGE,170000,0,C,5.94,0,710,714,712,debt_consolidation,158013,221424,45.8
9633,27625,18.99,10+ years,MORTGAGE,88000,1,D,26.13,0,730,734,732,debt_consolidation,415404,490935,63.7
9639,18575,7.9,5 years,MORTGAGE,62083.07,0,A,8.43,1,690,694,692,debt_consolidation,309298,338555,23.9
9641,7000,5.32,3 years,MORTGAGE,96000,1,A,8.23,0,805,809,807,home_improvement,206237,251265,35.5
9645,20000,9.99,3 years,MORTGAGE,69800,1,B,7,0,675,679,677,debt_consolidation,217656,227778,85.8
9650,8000,12.74,2 years,MORTGAGE,48000,1,C,7.9,0,695,699,697,debt_consolidation,177237,195307,61.4
9651,21000,5.32,4 years,MORTGAGE,134000,1,A,11.64,0,755,759,757,car,396423,504740,8.1
9653,5000,9.44,< 1 year,RENT,43000,1,B,4.86,0,675,679,677,debt_consolidation,124171,107254,60.9
9654,14000,7.89,10+ years,MORTGAGE,85000,1,A,6.3,0,705,709,707,home_improvement,291123,358370,24.1
9658,1200,12.29,< 1 year,RENT,35000,1,C,25.58,0,690,694,692,other,42890,55677,54.3
9659,5000,23.43,7 years,MORTGAGE,48012,0,F,34.97,0,680,684,682,other,70470,89074,83.7
9660,13000,12.99,,RENT,33382.8,0,C,24.67,2,675,679,677,debt_consolidation,5625,10100,89.6
9663,15000,16.02,10+ years,MORTGAGE,508000,1,C,20.72,0,690,694,692,credit_card,985667,1126372,76
9666,6000,9.44,6 years,RENT,48572,1,B,13.12,0,725,729,727,debt_consolidation,12405,36778,33.7
9667,5000,7.59,10+ years,MORTGAGE,175000,1,A,11.28,0,705,709,707,debt_consolidation,306630,337731,57.2
9668,5000,5.32,8 years,RENT,95000,1,A,13.93,0,710,714,712,vacation,108472,119451,25.8
9669,15200,10.64,1 year,MORTGAGE,59000,1,B,32.4,2,660,664,662,debt_consolidation,128163,218694,51.1
9670,14725,14.99,10+ years,RENT,32131,1,C,31.94,0,720,724,722,credit_card,49155,101638,33.5
9672,16000,17.27,4 years,RENT,52000,1,D,19.27,0,695,699,697,other,15780,32794,27.7
9673,5000,14.33,< 1 year,RENT,63000,0,C,10.17,0,685,689,687,debt_consolidation,18451,23707,84.9
9674,20000,13.44,3 years,OWN,93851,1,C,13.28,0,705,709,707,debt_consolidation,344202,346363,97.8
9675,20000,11.44,10+ years,MORTGAGE,108500,1,B,19.07,0,685,689,687,debt_consolidation,98704,172421,31.9
9676,12000,7.89,< 1 year,RENT,38500,1,A,28.21,1,690,694,692,debt_consolidation,89905,104750,48.9
9680,10000,15.05,2 years,RENT,72000,1,C,10.31,0,670,674,672,debt_consolidation,28424,37830,43.2
9683,21600,19.99,6 years,MORTGAGE,54000,1,D,8.22,1,680,684,682,debt_consolidation,236656,238803,37.5
9686,25000,15.59,10+ years,OWN,65000,1,C,28.87,0,700,704,702,debt_consolidation,223336,287036,45.2
9688,20000,7.99,9 years,MORTGAGE,100000,1,A,10.2,0,710,714,712,debt_consolidation,239487,274470,37.2
9691,28000,10.99,3 years,RENT,83000,1,B,29.22,2,680,684,682,credit_card,194466,209574,64.6
9692,15000,12.29,4 years,RENT,47000,1,C,20.25,0,725,729,727,debt_consolidation,24612,37596,91
9695,26000,15.61,9 years,RENT,60000,1,D,13.53,0,685,689,687,debt_consolidation,44759,51530,86.7
9697,20000,7.59,3 years,OWN,140000,1,A,10.65,1,695,699,697,home_improvement,257524,319243,64.8
9698,15000,18.17,< 1 year,MORTGAGE,38400,0,F,16.53,1,660,664,662,home_improvement,,,73.6
9699,18425,19.99,4 years,RENT,36896,1,E,24.56,1,680,684,682,debt_consolidation,19378,30304,81
9700,17500,7.21,2 years,RENT,60000,1,A,21.92,0,755,759,757,debt_consolidation,38149,96045,31.4
9701,20000,12.79,1 year,RENT,45760,1,C,19.85,0,705,709,707,credit_card,35846,58231,46
9703,5000,14.46,3 years,OWN,60000,1,C,11.52,2,665,669,667,credit_card,43122,41915,68.6
9706,2900,16.29,< 1 year,RENT,21000,0,D,17.89,0,660,664,662,debt_consolidation,15505,18189,79.6
9709,12000,16.99,3 years,RENT,35000,0,D,29.01,0,660,664,662,debt_consolidation,25166,43048,65.7
9710,8000,13.59,10+ years,MORTGAGE,107000,1,C,23.36,2,700,704,702,home_improvement,250565,399657,56.2
9714,12000,14.64,3 years,RENT,38000,1,C,16.11,0,720,724,722,medical,52130,73305,31.5
9716,12000,12.99,3 years,MORTGAGE,48000,1,C,1.43,1,720,724,722,home_improvement,1614,15140,12.7
9718,14000,12.62,10+ years,MORTGAGE,96000,1,C,10.03,1,665,669,667,debt_consolidation,272804,289500,93.3
9721,20000,5.32,7 years,RENT,120000,1,A,15.94,0,755,759,757,credit_card,77234,177131,27
9723,5000,10.16,10+ years,RENT,42000,0,B,2.4,0,715,719,717,debt_consolidation,2362,10700,22.1
9724,40000,11.39,8 years,MORTGAGE,110000,1,B,12.98,0,715,719,717,debt_consolidation,45855,85278,44.3
9725,35000,8.19,1 year,MORTGAGE,145000,1,A,18.72,0,720,724,722,major_purchase,141087,214015,27.2
9726,27850,12.99,10+ years,RENT,63500,1,C,17.47,1,660,664,662,debt_consolidation,24834,31424,92.7
9727,13800,13.49,4 years,OWN,85000,1,C,18.92,1,665,669,667,debt_consolidation,69487,88642,36
9728,7000,6.99,5 years,RENT,75000,1,A,1.74,0,730,734,732,debt_consolidation,121736,150971,33.1
9729,8000,12.69,4 years,MORTGAGE,54000,0,C,2.69,0,700,704,702,debt_consolidation,4778,9500,50.3
9731,13000,11.49,3 years,MORTGAGE,60000,1,B,21.76,0,680,684,682,debt_consolidation,85393,94609,54.9
9733,12500,9.8,10+ years,MORTGAGE,80000,1,B,12.11,0,725,729,727,debt_consolidation,428457,471800,20.4
9736,8000,13.99,< 1 year,RENT,47500,1,C,11.42,0,670,674,672,debt_consolidation,61836,68947,51.1
9738,6000,7.99,8 years,RENT,49000,1,A,9.38,0,680,684,682,credit_card,15113,30800,49.1
9739,21000,22.45,10+ years,MORTGAGE,78000,1,E,30.52,0,665,669,667,other,78972,94499,16.3
9741,16000,11.49,1 year,MORTGAGE,60000,1,B,20.58,0,730,734,732,credit_card,105476,131170,29.3
9743,15000,26.24,2 years,RENT,56368,1,E,34.77,0,685,689,687,debt_consolidation,159510,178664,85.1
9745,5000,6.92,7 years,MORTGAGE,35000,1,A,7.96,0,705,709,707,debt_consolidation,116723,136262,22.8
9746,10000,17.99,7 years,MORTGAGE,89000,1,D,33.25,0,675,679,677,other,66462,101991,56.7
9750,27550,23.99,10+ years,MORTGAGE,109000,1,E,21.52,2,700,704,702,other,186678,225294,60.4
9752,12000,11.53,< 1 year,OWN,45000,1,B,17.89,1,665,669,667,debt_consolidation,38168,51433,66.3
9753,10000,21.99,10+ years,RENT,63000,0,F,31.73,0,685,689,687,debt_consolidation,52745,69931,76.5
9756,23275,9.99,10+ years,MORTGAGE,65000,0,B,22.72,0,720,724,722,debt_consolidation,246116,305799,35.1
9758,7200,14.99,10+ years,MORTGAGE,110000,1,C,9.75,2,665,669,667,debt_consolidation,120974,143891,17.7
9759,24000,11.47,2 years,MORTGAGE,76000,1,B,29.75,0,710,714,712,credit_card,563757,619374,68.9
9761,20725,28.69,10+ years,RENT,150000,1,F,9.33,0,705,709,707,debt_consolidation,39561,77620,25.6
9764,18400,11.99,10+ years,MORTGAGE,40000,1,C,14.7,0,700,704,702,credit_card,233738,257210,66.4
9765,20000,9.44,9 years,MORTGAGE,68000,1,B,22.38,0,765,769,767,debt_consolidation,168598,244346,36
9766,5000,13.59,6 years,MORTGAGE,67200,1,C,31.71,0,665,669,667,credit_card,318294,321456,30.5
9768,7000,9.49,10+ years,MORTGAGE,75000,1,B,20.26,1,660,664,662,home_improvement,66450,95079,77.6
9769,9000,11.99,< 1 year,RENT,50000,1,B,4.73,0,680,684,682,debt_consolidation,7831,10400,75.3
9770,8875,14.65,1 year,RENT,50000,1,C,25.32,1,680,684,682,debt_consolidation,50532,57921,37
9773,10000,12.29,4 years,RENT,84000,0,C,11.34,0,680,684,682,credit_card,31005,36700,84.5
9774,10000,8.24,,MORTGAGE,104761,1,B,8.28,1,675,679,677,debt_consolidation,287597,393940,45.2
9777,5000,9.99,,OWN,30000,0,B,10.2,0,670,674,672,debt_consolidation,6101,13600,44.9
9779,18900,16.99,10+ years,RENT,45000,1,D,21.73,1,665,669,667,debt_consolidation,16988,47900,33.8
9780,11000,19.03,1 year,OWN,56000,1,D,17.84,0,660,664,662,debt_consolidation,32180,55288,29.9
9782,35000,8.99,10+ years,RENT,110000,1,B,18.89,0,715,719,717,credit_card,198547,236600,95.3
9783,25000,5.32,10+ years,MORTGAGE,190000,1,A,11.7,0,755,759,757,debt_consolidation,280955,372894,53.8
9784,2500,14.08,< 1 year,OWN,12000,1,C,26.1,0,710,714,712,credit_card,36105,62900,9.8
9785,20000,9.44,3 years,MORTGAGE,82000,1,B,21.61,0,735,739,737,credit_card,197831,309722,25.9
9786,35000,9.17,10+ years,MORTGAGE,85000,1,B,9.67,0,690,694,692,credit_card,340020,378907,37.1
9787,15000,13.33,8 years,RENT,57408,1,C,21.7,1,665,669,667,debt_consolidation,32592,60852,38.9
9788,4800,26.14,3 years,RENT,55000,0,F,4.53,0,685,689,687,other,2680,3000,89.6
9792,17100,15.99,3 years,RENT,41100,1,D,25.26,0,670,674,672,debt_consolidation,25534,34409,83.5
9793,9600,12.62,9 years,RENT,58000,1,C,31.76,0,705,709,707,debt_consolidation,47200,65100,78.7
9795,14500,12.99,4 years,MORTGAGE,108000,0,C,29.76,0,660,664,662,credit_card,477844,519711,54.5
9797,21000,15.61,9 years,MORTGAGE,86000,1,D,23.01,4,670,674,672,debt_consolidation,356434,441881,92
9799,9700,12.69,5 years,MORTGAGE,65000,0,C,10.62,0,705,709,707,credit_card,469458,493147,30.8
9801,8400,11.48,< 1 year,MORTGAGE,50000,1,B,5.57,0,660,664,662,credit_card,128644,140995,90.1
9803,9600,13.99,10+ years,RENT,47000,1,C,15.83,0,665,669,667,debt_consolidation,16050,19038,85.3
9807,11400,13.99,2 years,RENT,49410,1,C,39.38,0,700,704,702,credit_card,64866,113401,47.5
9810,20000,9.93,10+ years,RENT,93600,1,B,9.73,0,705,709,707,debt_consolidation,36559,66675,48.6
9811,10000,16.99,2 years,RENT,47000,1,D,14.81,0,695,699,697,vacation,38515,51649,49.4
9812,5000,11.99,10+ years,RENT,60000,1,B,8.64,0,725,729,727,credit_card,7697,26910,23.8
9813,5800,10.16,10+ years,RENT,75000,0,B,23.57,0,710,714,712,debt_consolidation,53157,72775,4.2
9814,14000,11.53,5 years,MORTGAGE,29000,0,B,22.55,0,700,704,702,debt_consolidation,144832,161531,53.9
9815,7500,10.64,10+ years,MORTGAGE,69000,1,B,5.69,1,685,689,687,home_improvement,139299,157500,54
9816,4800,12.62,10+ years,OWN,70000,1,C,25.97,0,665,669,667,debt_consolidation,37400,52636,77.8
9820,32575,17.86,10+ years,RENT,74073,1,D,22.25,0,695,699,697,debt_consolidation,126424,147394,70.6
9821,5000,9.49,4 years,MORTGAGE,117000,1,B,8.11,0,680,684,682,debt_consolidation,170584,236405,17.8
9822,19200,25.49,10+ years,MORTGAGE,65000,1,E,8.09,0,710,714,712,debt_consolidation,169960,258800,39.1
9823,5000,13.33,10+ years,RENT,40000,0,C,18.85,1,660,664,662,debt_consolidation,66348,64069,77.7
9824,28000,6.24,10+ years,MORTGAGE,95000,1,A,8.56,2,725,729,727,credit_card,280238,325759,46
9825,4000,5.32,10+ years,MORTGAGE,75000,1,A,25.66,0,730,734,732,credit_card,159725,404507,52.5
9829,7000,15.05,10+ years,RENT,79000,1,C,10.12,3,660,664,662,debt_consolidation,66323,74854,48
9830,6000,5.32,10+ years,MORTGAGE,89000,1,A,22.34,0,745,749,747,debt_consolidation,109476,240625,21.9
9833,24000,14.99,10+ years,MORTGAGE,71000,1,C,26.44,1,665,669,667,debt_consolidation,329644,376700,33.3
9834,1000,12.99,9 years,OWN,30000,1,C,15.04,2,660,664,662,home_improvement,16740,31276,54.3
9837,28000,22.4,4 years,OWN,87257,0,E,15.06,0,695,699,697,debt_consolidation,42947,68918,69
9838,18400,17.99,6 years,RENT,83000,1,D,32.24,0,680,684,682,debt_consolidation,99264,129437,33.7
9839,6000,10.49,4 years,MORTGAGE,100000,1,B,9.29,0,660,664,662,debt_consolidation,45459,53795,41.8
9843,14000,6.49,10+ years,OWN,105000,1,A,15.57,0,755,759,757,credit_card,109866,178392,22.5
9844,13550,16.99,10+ years,MORTGAGE,85899,1,D,1.73,0,665,669,667,other,69447,92500,27.7
9848,8000,6.99,3 years,RENT,35000,1,A,34.05,0,685,689,687,credit_card,75227,93044,40.3
9849,28000,20.99,9 years,MORTGAGE,104000,0,E,13.57,0,730,734,732,debt_consolidation,361666,403547,58.4
9850,15000,12.99,,MORTGAGE,55000,0,C,4.08,1,665,669,667,home_improvement,5700,12600,45.2
9853,8000,13.11,10+ years,RENT,25000,0,B,16.75,0,700,704,702,debt_consolidation,,,41.3
9855,21000,9.49,10+ years,RENT,110000,1,B,21.73,0,690,694,692,debt_consolidation,40282,70660,74.9
9857,15000,16.99,1 year,RENT,40000,1,D,16.2,0,705,709,707,debt_consolidation,26576,42393,19.2
9859,28200,18.99,10+ years,RENT,95000,1,D,11.13,0,675,679,677,debt_consolidation,27103,41558,56.3
9860,21000,12.69,10+ years,OWN,136000,1,C,22.16,0,700,704,702,debt_consolidation,278830,368036,89.4
9861,3000,7.97,5 years,RENT,45000,1,A,9.57,0,710,714,712,credit_card,12420,32340,18.1
9862,6000,8.39,9 years,OWN,70000,1,B,22.32,1,665,669,667,car,198563,210437,45.2
9865,15600,15.05,1 year,RENT,50000,1,C,18.87,0,680,684,682,debt_consolidation,34039,39700,88.7
9867,17550,21.18,10+ years,MORTGAGE,46000,0,E,33.89,1,680,684,682,debt_consolidation,356646,471156,72.8
9870,22000,11.67,4 years,MORTGAGE,66300,1,B,23.84,0,720,724,722,debt_consolidation,54957,87120,44.3
9871,20000,7.9,1 year,MORTGAGE,72000,0,A,7.22,1,700,704,702,debt_consolidation,40205,90847,49.3
9873,25000,17.09,10+ years,MORTGAGE,125000,1,D,26.6,0,675,679,677,debt_consolidation,146533,234707,34.9
9876,25000,26.24,10+ years,MORTGAGE,75000,1,E,19.44,5,685,689,687,debt_consolidation,215906,263504,56.2
9877,13300,12.12,5 years,RENT,79645,0,B,18.46,0,695,699,697,debt_consolidation,,,89.4
9879,12000,16.89,4 years,MORTGAGE,49200,0,D,23,0,675,679,677,debt_consolidation,,,62.5
9884,10000,11.39,2 years,RENT,57000,1,B,14.55,0,660,664,662,debt_consolidation,88675,99990,51.1
9885,8000,13.67,< 1 year,MORTGAGE,43300,1,C,23.67,0,670,674,672,debt_consolidation,47083,65421,64.2
9887,10000,18.99,6 years,RENT,65000,0,D,28.6,0,685,689,687,debt_consolidation,65327,88830,54.9
9891,18475,19.99,4 years,RENT,70000,0,E,27.91,0,685,689,687,debt_consolidation,64205,77730,68.5
9893,35000,12.79,,MORTGAGE,101325,0,C,29.47,3,665,669,667,debt_consolidation,416413,461767,79.4
9895,35000,16.02,1 year,RENT,175000,1,C,19.33,0,670,674,672,debt_consolidation,87596,115880,72.3
9896,11700,17.86,< 1 year,RENT,28000,1,D,31.8,0,675,679,677,debt_consolidation,34422,42619,81.2
9897,20125,21.97,6 years,MORTGAGE,53000,1,E,23.71,0,675,679,677,debt_consolidation,44931,49900,90
9898,8000,11.49,3 years,RENT,35000,1,B,28.81,2,725,729,727,debt_consolidation,127237,207274,27.8
9903,5000,12.62,2 years,RENT,46000,1,C,4.07,0,690,694,692,debt_consolidation,3861,5200,74.3
9905,8400,9.99,2 years,MORTGAGE,60000,0,B,12.02,2,700,704,702,debt_consolidation,189533,232856,9.4
9906,5000,12.74,3 years,RENT,80000,1,C,11.07,1,665,669,667,medical,32089,39332,31.8
9907,28000,15.99,10+ years,OWN,90000,1,C,27.11,0,675,679,677,debt_consolidation,66193,96467,45.9
9910,15000,14.99,3 years,RENT,70000,1,C,17.37,1,685,689,687,debt_consolidation,41767,60498,48.3
9912,8000,14.65,10+ years,MORTGAGE,48000,0,C,29.55,1,660,664,662,car,45497,61730,78.8
9913,18200,6.99,2 years,MORTGAGE,104000,1,A,12.7,0,770,774,772,debt_consolidation,281843,335978,39
9921,2850,22.74,2 years,RENT,30000,1,E,22.84,3,665,669,667,small_business,17702,23891,19.5
9923,17925,18.25,< 1 year,MORTGAGE,56000,0,E,28.74,0,670,674,672,debt_consolidation,97369,101187,93.8
9924,33000,12.88,7 years,MORTGAGE,95000,1,C,31.61,0,755,759,757,credit_card,231520,313992,55.1
9927,10000,18.06,10+ years,RENT,50000,1,D,30.63,1,675,679,677,debt_consolidation,64861,70308,92.5
9929,12225,16.55,3 years,RENT,34000,0,D,31.2,0,660,664,662,debt_consolidation,25478,27878,97.1
9930,5000,16.29,,RENT,14820,0,D,15.63,0,665,669,667,debt_consolidation,5090,19892,19
9932,6000,12.74,5 years,MORTGAGE,130000,1,C,17.04,0,660,664,662,home_improvement,418868,401581,12.2
9933,24000,16.99,< 1 year,RENT,95000,1,D,23.58,0,670,674,672,debt_consolidation,75418,101148,50.6
9934,20000,15.31,10+ years,MORTGAGE,160000,1,C,17.33,0,670,674,672,home_improvement,424337,468475,58
9938,7000,17.27,4 years,RENT,85000,0,D,9.54,0,685,689,687,debt_consolidation,24914,29500,77.7
9939,40000,10.49,10+ years,MORTGAGE,385000,1,B,7.18,0,700,704,702,home_improvement,720888,790860,68.1
9940,22375,14.49,9 years,RENT,141000,1,C,7.82,0,770,774,772,debt_consolidation,30338,71700,4.4
9941,30000,5.32,10+ years,MORTGAGE,200000,1,A,10.42,0,725,729,727,debt_consolidation,361900,422010,89.5
9942,30000,17.99,10+ years,MORTGAGE,93000,1,D,21.64,0,700,704,702,debt_consolidation,42695,67940,51.9
9944,35000,22.99,10+ years,MORTGAGE,105000,1,F,15.87,0,685,689,687,debt_consolidation,179182,202433,58.1
9947,13225,14.49,10+ years,MORTGAGE,64000,1,C,34.37,2,730,734,732,credit_card,187314,249816,82.5
9948,14400,8.24,7 years,MORTGAGE,76000,1,B,33.99,0,720,724,722,debt_consolidation,41876,74871,59.8
9950,4750,10.99,5 years,OWN,24500,0,B,32.93,0,665,669,667,debt_consolidation,24964,36715,24.6
9952,18500,10.75,5 years,MORTGAGE,65000,1,B,23.87,0,670,674,672,debt_consolidation,159185,153545,56.3
9955,35000,26.24,9 years,MORTGAGE,84474,1,E,33.64,0,690,694,692,debt_consolidation,258801,304938,64.9
9956,21600,8.49,10+ years,OWN,79681,1,B,21.73,2,740,744,742,credit_card,138064,189072,64.6
9957,5000,9.17,2 years,MORTGAGE,55000,1,B,6.74,3,685,689,687,home_improvement,197991,235090,25.6
9961,6000,12.62,10+ years,RENT,60000,1,C,7.4,0,665,669,667,small_business,11934,13433,37.8
9962,11200,11.99,7 years,RENT,48000,1,B,19.03,0,695,699,697,debt_consolidation,75056,102929,39.7
9964,35000,17.99,10+ years,MORTGAGE,126800,1,D,18.12,3,665,669,667,debt_consolidation,103870,136442,96.1
9966,15200,16.02,10+ years,RENT,57638,1,C,26.44,0,695,699,697,debt_consolidation,36350,65945,60.3
9969,35000,19.99,5 years,MORTGAGE,104000,0,E,27.11,0,665,669,667,debt_consolidation,228113,254079,70.9
9970,2475,18.55,2 years,MORTGAGE,38000,1,E,15.48,0,675,679,677,debt_consolidation,221827,238065,81.3
9972,15000,18.99,10+ years,MORTGAGE,55000,1,D,5.78,0,675,679,677,debt_consolidation,4499,7000,64.3
9974,9750,9.99,< 1 year,MORTGAGE,32000,0,B,26.74,0,700,704,702,debt_consolidation,153416,184856,38.6
9976,18000,12.74,10+ years,RENT,80000,1,C,16.51,0,670,674,672,credit_card,38747,50160,76.3
9977,8000,11.49,2 years,MORTGAGE,52000,1,B,26.18,0,670,674,672,debt_consolidation,135118,180397,24.9
9978,16000,14.08,7 years,MORTGAGE,75000,1,C,20.3,0,685,689,687,debt_consolidation,262961,293996,69
9979,2775,25.49,5 years,MORTGAGE,55000,1,E,2.71,0,690,694,692,car,293260,287245,28.4
9981,10625,19.97,,MORTGAGE,38000,1,D,32,4,660,664,662,debt_consolidation,107521,145363,50.5
9982,12000,13.59,3 years,RENT,31000,1,C,18.04,0,705,709,707,debt_consolidation,11743,23600,45.4
9983,18425,17.57,10+ years,RENT,96000,1,D,15.43,0,680,684,682,credit_card,30091,41645,81.6
9984,2000,11.99,10+ years,RENT,21000,1,B,16.4,0,710,714,712,medical,10530,25600,41.1
9985,6350,11.53,2 years,MORTGAGE,35000,0,B,23.66,0,670,674,672,debt_consolidation,258331,271807,46.5
9986,12000,12.05,10+ years,RENT,65000,0,C,23.91,0,685,689,687,debt_consolidation,36983,63000,42.4
9989,7000,8.99,10+ years,MORTGAGE,65000,1,B,21.54,0,690,694,692,home_improvement,136787,176800,52.8
9992,30000,30.75,5 years,MORTGAGE,66827,1,F,17.28,0,675,679,677,debt_consolidation,33958,52206,64
9993,17500,15.99,10+ years,RENT,60000,1,C,25.84,0,700,704,702,other,35342,76775,39.6
9994,10000,19.47,8 years,MORTGAGE,65000,1,D,25.74,0,685,689,687,home_improvement,103533,115000,89.2
9995,20000,5.32,9 years,RENT,105000,1,A,15.81,0,745,749,747,credit_card,144732,200444,59.5
9997,35000,16.29,10+ years,MORTGAGE,88500,1,D,17.85,0,725,729,727,debt_consolidation,119705,170575,57.3
9998,9600,13.49,10+ years,MORTGAGE,50000,0,C,31.59,1,700,704,702,home_improvement,36564,66524,26
10000,12000,9.99,4 years,RENT,25000,1,B,30.82,0,735,739,737,credit_card,34940,52373,63.8
10001,8400,14.65,2 years,RENT,32640,0,C,16.69,1,660,664,662,debt_consolidation,42549,51174,36.7
10002,12000,9.16,1 year,RENT,92245,1,B,10.5,0,680,684,682,debt_consolidation,45051,60817,35.2
10004,10750,17.14,10+ years,RENT,60000,0,D,19.1,0,660,664,662,debt_consolidation,35251,42577,85.6
10006,15100,17.86,9 years,RENT,42000,0,D,38.69,0,660,664,662,debt_consolidation,60088,86342,60.3
10007,20800,11.99,10+ years,RENT,141000,0,C,18.23,0,675,679,677,debt_consolidation,166246,204301,73.3
10008,8000,8.18,,RENT,38000,1,B,8.69,0,670,674,672,credit_card,6835,9300,70.6
10011,30000,8.39,6 years,MORTGAGE,125000,1,B,9.44,0,660,664,662,debt_consolidation,280054,373224,27.9
10012,14000,12.99,10+ years,MORTGAGE,83000,1,C,27.14,0,720,724,722,debt_consolidation,466635,505592,95.9
10013,13600,11.47,10+ years,OWN,42238,1,B,14.04,0,700,704,702,debt_consolidation,17077,40100,42.6
10015,35000,16.02,10+ years,OWN,165000,1,C,16.68,4,695,699,697,home_improvement,569235,756191,27
10016,11000,9.17,1 year,RENT,52000,1,B,27.71,2,695,699,697,debt_consolidation,63575,94554,69.3
10019,15000,13.99,10+ years,MORTGAGE,64000,1,C,21.66,0,730,734,732,credit_card,360445,391390,44.5
10021,25000,10.99,1 year,MORTGAGE,69000,1,B,25.48,1,690,694,692,credit_card,234945,294299,49
10025,20000,9.49,,MORTGAGE,75000,1,B,20.89,0,710,714,712,debt_consolidation,270980,325346,85.4
10026,16000,15.31,10+ years,MORTGAGE,46000,1,C,17.48,0,680,684,682,debt_consolidation,16991,19700,86.2
10027,33000,24.11,6 years,MORTGAGE,85000,1,F,24.03,0,665,669,667,debt_consolidation,65394,88389,88.2
10030,10000,8.59,10+ years,MORTGAGE,65000,1,A,9.8,0,695,699,697,credit_card,14174,29949,50.8
10031,14400,16.29,10+ years,MORTGAGE,70000,1,D,13.66,1,665,669,667,home_improvement,327982,357096,51.5
10032,24950,14.46,,MORTGAGE,52000,1,C,23.47,0,710,714,712,debt_consolidation,90598,176563,64.1
10035,8000,7.97,4 years,RENT,68000,1,A,16.53,6,690,694,692,credit_card,170541,162962,34.7
10038,16800,14.08,9 years,MORTGAGE,56000,1,C,27.41,0,730,734,732,debt_consolidation,145872,190761,93.6
10039,14950,22.45,2 years,RENT,35600,0,F,34.36,0,665,669,667,debt_consolidation,36697,57068,17.2
10040,3600,10.42,6 years,RENT,52000,1,B,2.28,0,715,719,717,vacation,3181,22900,14.5
10041,3000,9.99,1 year,MORTGAGE,86000,1,B,25.91,2,665,669,667,debt_consolidation,206127,253356,45.1
10042,20000,17.76,10+ years,OWN,50000,1,D,31.26,0,705,709,707,debt_consolidation,51776,67091,77.7
10043,5000,16.02,1 year,RENT,27000,1,C,23.87,0,690,694,692,debt_consolidation,60936,63197,40.1
10044,38400,11.99,3 years,MORTGAGE,15000,1,B,47.28,0,720,724,722,debt_consolidation,245867,262078,55.5
